doi
10.1007/s11042-017-5308-3
10.1007/s00146-023-01635-y
10.1186/s13673-019-0194-5
10.1007/s10462-023-10666-2
10.1007/s10723-023-09727-1
10.1007/s11023-019-09509-3
10.1007/s10462-025-11198-7
10.1007/s10664-019-09758-x
10.1007/s00146-018-0846-4
10.1007/s10664-020-09881-0
10.1186/s13677-023-00583-8
10.1186/s42162-020-00108-6
10.1007/s44206-023-00036-4
10.1007/s00778-021-00671-8
10.1007/s10462-022-10286-2
10.1007/s10462-024-10712-7
10.1007/s00146-019-00891-1
10.1007/s10462-022-10246-w
10.1186/s40537-022-00648-6
10.1186/s40537-019-0212-5
10.1186/s40537-023-00692-w
10.1186/s13677-024-00609-9
10.1007/s43681-022-00183-3
10.1007/s11042-011-0786-1
10.1186/s13677-024-00712-x
10.1007/s40595-013-0008-z
10.1007/s10462-024-10811-5
10.1186/s40537-019-0197-0
10.1007/s10664-020-09934-4
10.1007/s10458-020-09487-2
10.1186/s40537-020-00382-x
10.1186/2196-1115-1-2
10.1007/s10462-023-10633-x
10.1007/s00146-021-01377-9
10.1007/s12394-008-0003-1
10.1007/s11263-020-01359-2
10.1007/s10586-024-04509-0
10.1186/s41239-019-0171-0
10.1007/s10462-024-10862-8
10.1186/s42162-020-00130-8
10.1007/s10618-010-0200-z
10.1007/s10462-021-10039-7
10.1007/s00521-024-09426-2
10.1186/s40537-017-0079-2
10.1007/s10462-023-10641-x
10.1007/s00779-017-1003-7
10.1186/s13174-018-0087-2
10.1186/s13673-017-0101-x
10.1007/s10115-011-0463-8
10.1007/s41060-020-00224-2
10.1007/s10009-020-00560-5
10.1186/s40537-017-0110-7
10.1007/s10844-020-00633-6
10.1007/s11042-023-16843-3
10.1007/s00146-021-01383-x
10.1007/s43926-023-00034-5
10.1007/s11263-019-01247-4
10.1007/978-3-030-72016-2_6
10.1007/s00146-022-01480-5
10.1007/s43681-021-00077-w
10.1007/s13174-011-0021-3
10.1186/s40537-018-0118-7
10.1186/s41239-022-00343-9
10.1007/s00138-017-0870-2
10.1007/s10994-010-5188-5
10.1007/s43926-024-00066-5
10.1007/s00146-021-01209-w
10.1007/s00607-016-0508-7
10.1007/s11042-023-17192-x
10.1007/s10462-024-10854-8
10.1186/s40537-020-0283-3
10.1186/s13677-017-0090-3
10.1186/s40537-018-0151-6
10.1007/s10664-020-09836-5
10.1186/s41044-016-0002-4
10.1007/s10462-024-10984-z
10.1007/s11023-019-09497-4
10.1186/s40537-014-0007-7
10.1186/s40537-024-00912-x
10.1186/s40537-024-00973-y
10.1007/s11416-016-0273-3
10.1186/s40708-024-00222-1
10.1007/s10676-013-9314-5
10.1186/s41239-021-00300-y
10.1007/s11042-024-20016-1
10.1186/s42400-020-00055-5
10.1007/s11219-017-9386-2
10.1007/s11227-024-06409-x
10.1186/s13677-023-00516-5
10.1186/s42400-021-00077-7
10.1186/s42400-020-00046-6
10.1186/s42492-021-00097-7
10.1186/s40537-023-00870-w
10.1038/s43588-021-00125-9
10.1007/s10618-010-0197-3
10.1186/s40537-019-0206-3
10.1140/epjds31
10.1186/s40537-017-0082-7
10.1140/epjds/s13688-015-0046-0
10.1186/s40537-023-00817-1
10.1007/s10676-022-09661-y
10.1186/s13677-021-00264-4
10.1007/s12559-024-10285-1
10.1007/s11042-023-16736-5
10.1007/s00146-022-01401-6
10.1186/s41239-023-00389-3
10.1186/s13673-020-00237-7
10.1007/s10618-017-0538-6
10.1007/s10462-024-10973-2
10.1186/s40537-019-0225-0
10.1007/s10462-024-10768-5
10.1365/s43439-022-00056-9
10.1186/s40537-021-00536-5
10.1007/s11280-024-01276-1
10.1186/s13673-016-0065-2
10.1007/s10207-020-00490-y
10.1186/s41239-021-00258-x
10.1186/s40537-021-00530-x
10.1007/s10462-022-10355-6
10.1186/s13677-018-0111-x
10.1007/s11192-021-03868-4
10.1007/s43926-024-00060-x
10.1186/s41239-021-00284-9
10.1007/s10664-019-09711-y
10.1007/s11192-020-03564-9
10.1007/s42979-022-01043-x
10.1007/s40593-017-0152-1
10.1186/s40537-021-00419-9
10.1007/s10462-024-10726-1
10.1007/s00146-022-01511-1
10.1186/s13677-023-00420-y
10.1007/s43681-021-00039-2
10.1007/s10462-024-10805-3
10.1186/s13673-018-0157-2
10.1007/s43681-022-00171-7
10.1007/s41060-021-00265-1
10.1007/s10844-013-0247-6
10.1007/s42486-020-00037-z
10.1007/s10506-023-09369-4
10.1007/s40860-021-00147-0
10.1186/s13677-020-00215-5
10.1007/s10922-023-09767-8
10.1007/s43681-024-00443-4
10.1007/s00521-023-09366-3
10.1186/s40537-021-00492-0
10.1007/s11432-024-4033-8
10.1007/s12559-023-10153-4
10.1140/epjds9
10.1007/s10462-023-10690-2
10.1007/s11042-020-09004-3
10.1186/s40537-018-0138-3
10.1007/s11227-019-03028-9
10.1186/s40537-017-0074-7
10.1007/s10723-015-9353-8
10.1007/s10766-008-0082-5
10.1186/s41239-020-00192-4
10.1007/s11432-020-2955-6
10.1186/s13677-024-00654-4
10.1007/s10462-023-10662-6
10.1007/s10462-024-10836-w
10.1007/s42979-023-02551-0
10.1186/s40537-021-00414-0
10.1186/s13677-017-0092-1
10.1007/s10462-024-10721-6
10.1140/epjds/s13688-018-0178-0
10.1007/s44227-024-00032-1
10.1007/s11227-018-2337-2
10.1007/s10462-024-11005-9
10.1186/s41044-016-0006-0
10.1007/s11023-019-09513-7
10.1007/s11042-022-13820-0
10.1007/s10606-014-9202-5
10.1007/s10462-024-10938-5
10.1007/s10462-024-10881-5
10.1007/s13755-021-00147-7
10.1007/s10994-023-06454-2
10.1007/s10462-024-10877-1
10.1007/s10462-024-10766-7
10.1007/s10506-021-09294-4
10.1007/s00778-019-00564-x
10.1007/s10664-022-10236-0
10.1007/978-3-030-30796-7_13
10.1007/s10618-022-00854-z
10.1140/epjds/s13688-021-00284-9
10.1186/s40537-024-00957-y
10.1007/s10462-024-10776-5
10.1186/s42400-019-0038-7
10.1007/s10462-018-09679-z
10.1186/s13673-014-0007-9
10.1007/s00766-017-0265-y
10.1007/s10462-018-9646-y
10.1007/s10462-024-10807-1
10.1007/s10664-022-10233-3
10.1186/s13673-018-0128-7
10.1186/s40537-023-00876-4
10.1186/s42492-021-00088-8
10.1007/s11432-024-4133-3
10.1007/s10462-024-10925-w
10.1007/s10462-024-11033-5
