contentType,identifier,language,url,title,creators,publicationName,openaccess,doi,publisher,publisherName,publicationDate,publicationType,abstract,conferenceInfo,keyword,subjects,disciplines,issn,eIssn,volume,number,issueType,topicalCollection,genre,startingPage,endingPage,article-number,journalId,printDate,onlineDate,coverDate,copyright,bookEditors,printIsbn,electronicIsbn,isbn,seriesId,source
Article,doi:10.1007/s10489-024-05645-1,en,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-024-05645-1,Deep learning for computer vision based activity recognition and fall detection of the elderly: a systematic review,"Gaya-Morey, F. Xavier; Manresa-Yee, Cristina; Buades-Rubio, José M.",Applied Intelligence,True,10.1007/s10489-024-05645-1,Springer,Springer US,2024-10-01,Journal,"Abstract As the proportion of elderly individuals in developed countries continues to rise globally, addressing their healthcare needs, particularly in preserving their autonomy, is of paramount concern. A growing body of research focuses on Ambient Assisted Living (AAL) systems, aimed at alleviating concerns related to the independent living of the elderly. This systematic review examines the literature pertaining to fall detection and Human Activity Recognition (HAR) for the elderly, two critical tasks for ensuring their safety when living alone. Specifically, this review emphasizes the utilization of Deep Learning (DL) approaches on computer vision data, reflecting current trends in the field. A comprehensive search yielded 2,616 works from five distinct sources, spanning the years 2019 to 2023 (inclusive). From this pool, 151 relevant works were selected for detailed analysis. The review scrutinizes the employed DL models, datasets, and hardware configurations, with particular emphasis on aspects such as privacy preservation and real-world deployment. The main contribution of this study lies in the synthesis of recent advancements in DL-based fall detection and HAR for the elderly, providing insights into the state-of-the-art techniques and identifying areas for further improvement. Given the increasing importance of AAL systems in enhancing the quality of life for the elderly, this review serves as a valuable resource for researchers, practitioners, and policymakers involved in developing and implementing such technologies. Graphical abstract ",[],"['Human activity recognition', 'Fall detection', 'Ambient assisted living', 'Deep learning', 'Computer vision', 'Elderly']","['Computer Science', 'Artificial Intelligence', 'Mechanical Engineering', 'Manufacturing, Machines, Tools, Processes']","[{'id': '2970', 'term': 'Artificial Intelligence'}, {'id': '3102', 'term': 'Mechanical Engineering'}, {'id': '3643', 'term': 'Machines, Tools, Processes'}]",0924-669X,1573-7497,54.0,19,Regular,,['OriginalPaper'],8982.0,9007.0,,10489.0,2024-08-15,2024-07-08,2024-10,©2024 The Author(s),,,,,,Springer
