"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2UTZ9KRM","conferencePaper","2023","Cai, Zhijie; Chen, Tingwei; Zhou, Fujia; Cui, Yuanhao; Li, Hang; Li, Xiaoyang; Zhu, Guangxu; Shi, Qingjiang","FallDeWideo: Vision-Aided Wireless Sensing Dataset for Fall Detection with Commodity Wi-Fi Devices","Proceedings of the 3rd ACM MobiCom Workshop on Integrated Sensing and Communications Systems","979-8-4007-0364-5","","10.1145/3615984.3616501","https://doi.org/10.1145/3615984.3616501","Falling is one of the most dangerous events for the elderly and one of the most pressing public concern, which calls for an accurate, efficient, ubiquitous, cost-effective and privacy-preserving fall detection system to mitigate the negative consequences. Wi-Fi sensing-based method is considered as a potential technique to meet such needs. Existing solutions simply treat fall detection simply as a binary classification task, which leads to interpretability risks. To address this issue, we present FallDeWideo, the first multi-modal dataset dedicated to fall detection, comprising Wi-Fi CSI data and videos recorded during various kinds of events. We provide benchmark model for this dataset as well. Specifically, we train a CSI-based human pose estimation model (HPE) using video data as the supervision modality. The trained model can estimate human pose solely on Wi-Fi channel state information (CSI), and then detects whether a fall event occurs. This pipeline extracts rich information from CSI data and detects fall with more than just an alarm, but attached with an HPE, which allows more refined management of fall risks. We envision that this dataset will contribute to the wireless sensing research coomunity with respect to healthcare, action recognition, and cross-modal sensing. Codes and link to the dataset is available at https://github.com/shawnnn3di/falldewideo.","2023","2026-03-02 13:40:39","2026-03-02 13:40:39","","7–12","","","","","","","ISACom '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","activity recognition; datasets; fall detection; multi-modal; Wi-Fi sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4H89X69","conferencePaper","2024","Tran, Tri Minh; Hoang, Khoa Anh; Hoang, Ha","Action Recognition and Fall Detection System Based on 3D Skeleton Model","Proceedings of the 2024 9th International Conference on Intelligent Information Technology","979-8-4007-1671-3","","10.1145/3654522.3654537","https://doi.org/10.1145/3654522.3654537","Although Artificial intelligence has become an important part of machine-human interactions today. This research focuses on recognizing daily activities such as running, jumping, and walking, and the role of fall detection. The study emphasizes the system's ability to analyze human behavior in common situations, particularly in fall detection. Recognizing patterns in fall behavior is crucial in providing alerts and responding to emergencies. This not only supports security but also enhances healthcare and elderly care. A reliable fall detection system can stimulate the development of health and safety support systems and create smart applications for monitoring and home healthcare.The research will use RGB video data processed through Mediapipe [13] to extract skeletal keypoints. The ST-GCN model (Spatial-Temporal Graph Convolutional Network) [24] will be utilized for training and evaluation. Finally, a real-time camera system [14] will be built to detect actions using the Orange Pi Zero 3 embedded computer.","2024","2026-03-02 13:40:39","2026-03-02 13:40:39","","86–93","","","","","","","ICIIT '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Fall detection; Human action recognition; Mediapipe Pose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2K4KZCTH","conferencePaper","2025","Song, Ju-Hua; Cheng, Lin-lin; Liu, Fu-Xuan; Yang, Ying-Rui; Li, Tong; Ji, Chao","Design and Implementation of Clinical Monitoring Equipment Based on Thermal Infrared Imaging for Human Body Morphological Changes","Proceedings of the 2024 2nd Asia Symposium on Image and Graphics","979-8-4007-0990-6","","10.1145/3718441.3718478","https://doi.org/10.1145/3718441.3718478","The escalating aging demographic in China has heightened concerns regarding elderly care, particularly in the context of fall prevention. This research project is dedicated to the development of a fall detection system employing thermal infrared imaging technology. The system operates by monitoring changes in the tilt angle of an ellipse fitted to the body's thermal profile, alongside detecting infrared emissions from the body's surface to identify instances of falling. It is designed to provide a labor-efficient caregiving solution for the elderly in hospital or other care environments. Upon detecting a fall, the device immediately triggers an alarm, ensuring prompt medical intervention and potentially improving treatment outcomes. The result reveals that this system can collect morphological data through infrared imaging and assesses head movement acceleration to ascertain fall incidents. By processing these images, it can significantly reduce the mortality rate associated with falls, while also safeguarding patient privacy and minimizing the risk of accidents. Utilizing infrared imaging technology, the device offers real-time patient monitoring, which can decrease the likelihood of falls and enhance the efficiency of medical staff. This innovation holds substantial societal value, particularly in the context of an aging population.","2025","2026-03-02 13:40:39","2026-03-02 13:40:39","","177–182","","","","","","","ASIG '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Angle of Tilt; Body Surface Temperature; Elliptical Fitting; Fall Detection; Infrared Imaging Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIPKZC8Z","conferencePaper","2023","Ji, Sijie; Xie, Yaxiong; Li, Mo","SiFall: Practical Online Fall Detection with RF Sensing","Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems","978-1-4503-9886-2","","10.1145/3560905.3568517","https://doi.org/10.1145/3560905.3568517","Falls are one of the leading causes of death in the elderly people aged 65 and above. In order to prevent death by sending prompt fall detection alarms, non-invasive radio-frequency (RF) based fall detection has attracted significant attention, due to its wide coverage and privacy preserving nature. Existing RF-based fall detection systems process fall as an activity classification problem and assume that human falls introduce reproducible patterns to the RF signals. We, however, argue that the fall is essentially an accident, hence, its impact is uncontrollable and unforeseeable. We propose to solve the fall detection problem in a fundamentally different manner. Instead of directly identifying the human falls which are difficult to quantify, we recognize the normal repeatable human activities and then identify the fall as abnormal activities out of the normal activity distribution. We implement our idea and build a prototype based on commercial Wi-Fi. We conduct extensive experiments with 16 human subjects. The experiment results show that our system can achieve high fall detection accuracy and adapt to different environments for real-time fall detection.","2023","2026-03-02 13:40:39","2026-03-02 13:40:39","","563–577","","","","","","","SenSys '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","adaptive segmentation; device-free; fall detection; real-time system; self-supervised learning; wireless sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UD7D83II","conferencePaper","2022","Lu, Junyi; Jiang, Wenxiang; Xiao, Yang; Yan, Tingbing; Cao, Zhiguo; Fang, Zhiwen; Zhou, Joey Tianyi","Real-time Embedded Demo System for Fall Detection under 15W Power","Proceedings of the 3rd International Workshop on Human-Centric Multimedia Analysis","978-1-4503-9492-5","","10.1145/3552458.3556452","https://doi.org/10.1145/3552458.3556452","Fall is one of the major threats to the safety and life quality of elderly and patients. In this paper, an embedded demo system for real-time spatial-temporal fall detection on demo video is proposed. It is built upon MicroSoft Kinect V2 for 3D visual sensing, which is insensitive to illumination change. Meanwhile, NVIDIA Jetson AGX Xavier under 15W power serves as the embedded computing processor. To fit the proposed demo system, a novel real-time spatial-temporal fall detection approach based on deep learning technology is also proposed, with end-to-end running capacity. To our knowledge, this is the first spatial-temporal fall detection method in end-to-end way. In particular, it formulates spatial-temporal fall detection problem as a object detection like task. It first compresses the depth video clip captured by multi-scale temporal sliding window into a compact dynamic image, with fall's rich motion information. Consequently, fall is detected on dynamic image with YOLOv3-Tiny of high running efficiency and promising effectiveness from spatial perspective. Besides real-time live running capacity of our demo system, the experiments on 1 challenging datasets also verify the superiority of the proposed spatial-temporal fall detection approach.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","79–82","","","","","","","HCMA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","deep learning; depth video; dynamic image; embedded system; spatial-temporal fall detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNANJQ48","conferencePaper","2025","D'Avis, Noel; Faquiri, Silvia","Optimization and Validation of a 2D-LiDAR-Coverage Algortihm","Proceedings of the 18th ACM International Conference on PErvasive Technologies Related to Assistive Environments","979-8-4007-1402-3","","10.1145/3733155.3737907","https://doi.org/10.1145/3733155.3737907","The strategic placement of 2D-LiDAR (Light Detection and Ranging) sensors is critical for a wide range of applications in smart indoor environments, including security, fall detection, and elderly care monitoring. This paper introduces and validates a novel 2D-LiDAR coverage algorithm designed to address significant challenges such as blind spots and shadow minimization. By extending existing grid-based methodologies, the proposed algorithm incorporates multi-directional coverage requirements to ensure that each grid cell is reliably monitored from multiple perspectives. This enhancement reduces the likelihood of undetected areas and improves the overall resilience of the system to occlusions. Furthermore, the algorithm optimizes sensor placement to minimize hardware requirements while maintaining comprehensive spatial coverage. The algorithm’s performance is rigorously evaluated through both simulated and real-world experiments. The simulations modeled a typical and simple indoor environment with one large static obstacle to validate the effectiveness of the sensor placement strategy in achieving full coverage with minimal overlap. Real-world experiments, utilizing RPLidar A1M8 sensors, confirm the simulation results and demonstrate the practical feasibility of the algorithm in detecting and tracking movement throughout the test environment, including in regions prone to occlusions. These results emphasize the algorithm’s suitability for high-reliability applications such as fall detection in elderly care settings and continuous monitoring in smart environments. This work not only validates the practical applicability of the proposed approach but also provides a foundation for its adaptation to more complex scenarios, paving the way for advancements in sensor network design and deployment in diverse real-world contexts.","2025","2026-03-02 13:40:39","2026-03-02 13:40:39","","248–254","","","","","","","PETRA '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","2D-LiDAR; Coverage Overlap; Elderly Care Safety; Fall Detection; Indoor Monitoring; Real-world Validation; Sensor Placement Optimization; Shadow Minimization; Smart Environment Monitoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2RQHIWS","journalArticle","2026","Shi, Ruili; Wang, Shuai; Mei, Luoyu; Zhang, Xuehan; Xu, Zhao-Dong; Wang, Shuai","mmSeg: Leveraging mmWave Radar for Fine-grained Human Semantic Segmentation","ACM Trans. Internet Things","","","10.1145/3786769","https://doi.org/10.1145/3786769","Human semantic segmentation facilitates the recognition of different parts of the human body and is essential for applications such as sports analysis and fall detection. To integrate human semantic segmentation into the domain of radio front-end sensing, this article introduces mmSeg, an innovative system that leverages commercial millimeter-wave radar for human semantic segmentation. However, the inherent propagation characteristics of mmWave signals often result in highly sparse point clouds with limited semantic information and the entanglement of temporal-topological features, making human semantic segmentation a challenging task. To address these challenges, mmSeg (i) first introduces a radar cross-section (RCS) calculation method suitable for commercial millimeter-wave radar to enhance the semantic information of radar point clouds at a coarse granularity; (ii) further designs a temporal-topological decoupling network to obtain the fine-grained human semantic segmentation results; (iii) constructs an efficient loss function for end-to-end training, based on an adjacency matrix graph to improve the segmentation performance. We evaluate mmSeg on our self-built millimeter-wave dataset HSS and a public dataset MM-Fi. mmSeg achieves an average point cloud segmentation accuracy of 87.74% on the HSS dataset and 84.18% on the MM-Fi dataset, outperforming the existing methods in both cases.","2026-02","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","1","7","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","human semantic segmentation; Millimeter-wave; radar cross-section; wireless sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRCIT834","conferencePaper","2024","Mujirishvili, Tamara; Fedosov, Anton; Hashemifard, Kooshan; Climent-Pérez, Pau; Florez-Revuelta, Francisco","“I Don’t Want to Become a Number’’: Examining Different Stakeholder Perspectives on a Video-Based Monitoring System for Senior Care with Inherent Privacy Protection (by Design).","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems","979-8-4007-0330-0","","10.1145/3613904.3642164","https://doi.org/10.1145/3613904.3642164","Active and Assisted Living (AAL) technologies aim to enhance the quality of life of older adults and promote successful aging. While video-based AAL solutions offer rich capabilities for better healthcare management in older age, they pose significant privacy risks. To mitigate the risks, we developed a video-based monitoring system that incorporates different privacy-preserving filters. We deployed the system in one assistive technology center and conducted a qualitative study with older adults and other stakeholders involved in care provision. Our study demonstrates diverse users’ perceptions and experiences with video-monitoring technology and offers valuable insights for the system’s further development. The findings unpack the privacy-versus-safety trade-off inherent in video-based technologies and discuss how the privacy-preserving mechanisms within the system mitigate privacy-related concerns. The study also identifies varying stakeholder perspectives towards the system in general and highlights potential avenues for developing video-based monitoring technologies in the AAL context.","2024","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","CHI '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Active and Assisted Living; Ageing; Older Adults; Privacy Concerns; Qualitative Study; Video Monitoring System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARFYLR97","conferencePaper","2025","Tian, Yunlong; Liu, Chang; Zhang, Xu; Zhang, Wentao; Li, Yonghua","Fall Detection Algorithm Based on Wearable Design","Proceedings of the 2024 10th International Conference on Communication and Information Processing","979-8-4007-1744-4","","10.1145/3708657.3708738","https://doi.org/10.1145/3708657.3708738","As the world's aging problem intensifies, monitoring the physiological status of the elderly has become a hot issue of social concern. As an important method, body health monitoring based on wearable sensors has the characteristics of simplicity, efficiency, and low power consumption. Aiming at the data differentiation problem caused by different physiological data of different groups of people, a new feature space construction method is proposed, which introduces the concept of feature importance to minimize the complexity and calculation delay of feature calculation. In addition, a feedforward neural network is constructed to achieve secondary direction judgment after a fall to balance algorithm complexity and overall judgment accuracy. Simulation results show that compared with traditional neural network models, this algorithm has advantages in classification accuracy and model complexity, and has the potential to be deployed on small devices.","2025","2026-03-02 13:40:39","2026-03-02 13:40:39","","492–498","","","","","","","ICCIP '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Fall detection; Neural networks; Threshold feature; Wearable device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FAADTWU","conferencePaper","2023","Bao, Zhiqiang; Ai, Ting; Su, Jinhang","Millimeter Wave Radar Fall Detection Algorithm Based on Improved Transformer","Proceedings of the 2023 5th International Symposium on Signal Processing Systems","979-8-4007-0004-0","","10.1145/3606193.3606195","https://doi.org/10.1145/3606193.3606195","Aiming at the defects of convolutional neural network that it is difficult to extract high-level visual semantic information and ignore inter-channel information, a millimeter wave radar fall detection algorithm based on improved Transformer is proposed. By combining the channel attention mechanism with the Transformer network structure to form a pyramid structure, the temporal information and spatial information of the signal are effectively extracted, the feature extraction ability of the deep learning network model is enhanced, and the problem of overfitting of the Transformer structure under small samples is improved. The fall detection of millimeter wave radar signal is realized. The experimental results show that the classification accuracy of the algorithm is 96.8%, which verifies the feasibility and effectiveness of the model.","2023","2026-03-02 13:40:39","2026-03-02 13:40:39","","8–14","","","","","","","SSPS '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZPM5ECE","conferencePaper","2022","Bastico, Matteo; Ruiz Bejerano, Verónica; Belmonte-Hernández, Alberto","Simultaneous Real-Time Human Fall Detection and Reidentification Based on Multisensors Data","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3534728","https://doi.org/10.1145/3529190.3534728","Fall detection and reidentification are active areas of research with a wide variety of applications in many fields. Nowadays, wearable devices capable of recording multisensors measurements are being increasingly introduced in people’s daily lives, such as smartphones and smartwatches. Often, these devices are used in healthcare rehabilitation scenarios to monitor patients activities and, eventually, detect important events like falls. In some cases, the equipped Inertial Measurements Unit (IMU) lacks of gyroscope and magnetometer, allowing to acquire only accelerations measures. In this conditions, the detection tasks become more complex and many false detections can arise. Additionally, other methods, such as monitoring cameras, are usually used in the environment to overcome this problem and further track the patients. But, due to the lack of personal identifiers in the camera tracking system, it is not straightforward to associate falls, when detected, to a particular person. In this paper, we propose a complete real-time system to detect falls reducing false positives and simultaneously reidentify the patients using 3D skeleton points, given by a tracking camera, and 3-axis accelerometer data. Firstly, the system performs fall detection by means of a mathematical analysis of the skeleton points evolution along different frames. At the same time, fall detection is computed on the acceleration data using a Finite State Machine approach. If a fall is detected with both mechanisms, reidentification is carried out to associate the skeleton with the wearable device. A dataset of fall sequences has been recorded and is available for testing purposes. The final accuracy of our fall detection and reidentification algorithm is 100% on our dataset.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","365–370","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","3D Skeleton Joints; Accelerometer; Fall detection; Matching; Multisensor Data; Reidentification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTWJDMN","journalArticle","2023","Wu, Kaishun; Huang, Yandao; Qiu, Minghui; Peng, Zhenkan; Wang, Lu","Toward Device-free and User-independent Fall Detection Using Floor Vibration","ACM Trans. Sen. Netw.","","1550-4859","10.1145/3519302","https://doi.org/10.1145/3519302","The inevitable aging trend of the world’s population brings a lot of challenges to the health care for the elderly. For example, it is difficult to guarantee timely rescue for single-resided elders who fall at home. Under this circumstance, a reliable automatic fall detection machine is in great need for emergent rescue. However, the state-of-the-art fall detection systems are suffering from serious privacy concerns, having a high false alarm, or being cumbersome for users. In this article, we propose a device-free fall detection system, namely G-Fall, based on floor vibration collected by geophone sensors. We first decompose the falling mode and characterize it with time-dependent floor vibration features. By leveraging Hidden Markov Model (HMM), our system is able to detect the fall event precisely and achieve user-independent detection. It requires no training from the elderly but only an HMM template learned in advance through a small number of training samples. To reduce the false alarm rate, we propose a novel reconfirmation mechanism using Energy-of-Arrival (EoA) positioning to assist in detecting the human fall. Extensive experiments have been conducted on 24 human subjects. On average, G-Fall achieves a 95.74% detection precision on the anti-static floor and 97.36% on the concrete floor. Furthermore, with the assistance of EoA, the false alarm rate is reduced to nearly 0%.","2023-02","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","1","19","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","device-free; Fall detection; floor vibration; geophone; user-independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITM5KWEG","conferencePaper","2022","Tohidypour, Hamid Reza; Shojaei-Hashemi, Anahita; Nasiopoulos, Panos; Pourazad, Mahsa T.","A Deep Learning Based Human Fall Detection Solution","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3529221","https://doi.org/10.1145/3529190.3529221","Automatic human fall detection is a challenging task in healthcare. Using deep learning models in conjunction with cameras have been proven to be more accurate and efficient in detecting falls in comparison to wearable technology and other more intrusive alternatives. In this paper, we propose a long-term recurrent convolutional network (LRCN) architecture for human fall detection, which consists of a custom convolutional neural network specifically designed to address the challenges of this task and the limited amount of available data, followed by a long short-term memory (LSTM) neural network which decodes sequential information to determine if there has been a fall. Performance evaluations show that our LRCN architecture outperforms the existing state-of-the-art method by 11.20%.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","89–92","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","deep learning; Fall detection; smart home","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW8LL4FJ","conferencePaper","2022","Chen, Zhiwen; Ji, Yong; Ren, Yuanhong","Research on the Application of Fall Detection Technology Based on the Security Field of the Smart Care for the Elderly","Proceedings of the 2022 3rd International Conference on Artificial Intelligence in Electronics Engineering","978-1-4503-9548-9","","10.1145/3512826.3512832","https://doi.org/10.1145/3512826.3512832","Abstract. The security of the elderly in an aging society has become a social problem attracting much attention, among which the problem of secondary injury caused by the fall has attracted wide concern of researchers. The application of fall detection combined with artificial intelligence technology has become an important application in the security field of smart care for the elderly. After analyzing and judging the human body features, this paper found out that the combination of human skeleton and fall detection technology could be used to identify the fall behavior and link it with the alarm system to solve the security problem of smart care for the elderly. The experimental results showed that the recognition rate of fall detection was increased by 2% after adding optimization of genetic algorithm factors and contrast calculation of prediction frame length in the process of human feature target detection.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","75–79","","","","","","","AIEE '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Fall Detection; Genetic Algorithm; Human Features; Keywords. Smart Care for the Elderly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FB8C6MN7","conferencePaper","2023","Singh, Ishneet Sukhvinder; Kaza, Pradyoth; Hosler Iv, Peter Gregory; Chin, Zheng Yang; Ang, Kai Keng","Real-Time Privacy Preserving Human Activity Recognition on Mobile using 1DCNN-BiLSTM Deep Learning","Proceedings of the 2023 5th International Conference on Image, Video and Signal Processing","978-1-4503-9838-1","","10.1145/3591156.3591159","https://doi.org/10.1145/3591156.3591159","Human Activity Recognition (HAR) from sensors has real-world applications such as fall detection of elderly or improvement in human-robot interactions, but privacy is of concern in videos of such applications. We investigated the feasibility of developing a real-time HAR mobile application that detects 3 different human poses: standing, sitting and lying, while preserving privacy by a facial detection method that also masks faces in the video. We proposed a hybrid 1-Dimensional Convolutional Neural Network with Bidirectional Long Short-Term Memory (1DCNN-BiLSTM) algorithm to recognise these 3 poses. We trained our proposed 1DCNN-BiLSTM algorithm using RGB videos from 3 public datasets (URFall, NTU RGB+D, Fall Detection) whereby features were extracted using MoveNet. The results yielded 82.1% test accuracy and 0.930 macro average AUC-ROC score on the combined dataset, hence demonstrating feasibility of deploying the proposed algorithm for balanced as well as imbalanced datasets. We then implemented our proposed 1DCNN-BiLSTM algorithm with face detection and masking in a mobile application. The results showed that the mobile application could perform human pose detection inference in real time (3 people at 23.0-25.3 FPS). Hence this study showed promise of a larger scale-study of these HAR systems, such as monitoring potential falls in video surveillance.","2023","2026-03-02 13:40:39","2026-03-02 13:40:39","","18–26","","","","","","","IVSP '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Computer Vision; Deep Learning; Human Activity Recognition; Real-Time Mobile Application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HICGNQQ7","conferencePaper","2022","Santoyo-Ramón, Jose Antonio; Casilari, Eduardo; Cano-García, Jose Manuel","A Cross-dataset Evaluation of Wearable Fall Detection Systems","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3529191","https://doi.org/10.1145/3529190.3529191","The popularity of wearables and their seamless integration into our daily lives have transformed these devices into an appealing resource to deploy automatic fall detection systems. During last years, a massive literature on new methods and algorithms for these wearable detectors has been produced. However, in most cases these algorithms are tested against one single (or at best two) datasets containing signals captured from falls and conventional movements. This work evaluates the behavior of a fall detection system based on a convolutional neural network when different public repositories of movements are alternatively used for training and testing the model. After a systematic cross-dataset evaluation involving four well-known datasets, we show the difficulty of extrapolating the results achieved by a certain classifier for a particular database when another dataset is considered. Results seem to indicate that classification methods tend to overlearn the particular conditions (typology of movements, characteristics of the employed sensor, experimental subjects) under which the training samples were generated.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","1–6","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Accelerometer; Convolutional Neural Networks; Cross-dataset evaluation; Fall Detection System; Wearables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPHC3KHP","conferencePaper","2024","Zhang, Xie; Wu, Chenshu","TADAR: Thermal Array-based Detection and Ranging for Privacy-Preserving Human Sensing","Proceedings of the Twenty-Fifth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing","979-8-4007-0521-2","","10.1145/3641512.3686357","https://doi.org/10.1145/3641512.3686357","Human sensing has gained increasing attention in various applications. Among the available technologies, visual images offer high accuracy, while sensing on the RF spectrum preserves privacy, creating a conflict between imaging resolution and privacy preservation. In this paper, we explore thermal array sensors as an emerging modality that strikes an excellent resolution-privacy balance for ubiquitous sensing. To this end, we present TADAR, the first multi-user Thermal Array-based Detection and Ranging system that estimates the inherently missing range information, extending thermal array outputs from 2D thermal pixels to 3D depths and empowering them as a promising modality for ubiquitous privacy-preserving human sensing. We prototype TADAR using a single commodity thermal array sensor and conduct extensive experiments in different indoor environments. Our results show that TADAR achieves a mean F1 score of 88.8% for multi-user detection and a mean accuracy of 32.0 cm for multi-user ranging, which further improves to 20.1 cm for targets located within 3 m. We conduct two case studies on fall detection and occupancy estimation to showcase the potential applications of TADAR. We hope TADAR will inspire the vast community to explore new directions of thermal array sensing, beyond wireless and acoustic sensing. TADAR is open-sourced on GitHub: https://github.com/aiot-lab/TADAR.","2024","2026-03-02 13:40:39","2026-03-02 13:40:39","","11–20","","","","","","","MobiHoc '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","detection and ranging; human sensing; thermal array","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7ANJQ6C","bookSection","2026","Bai, Xiao; Peng, Nianjiao; Zhou, Fangfang; Guo, Cheng; Wei, Qianwen; Luo, Yingqi; Lu, Rongzhen","Research on the Application of Multi-source Data Fusion in Smart Elderly Care Health Monitoring Systems","Proceedings of the 2025 6th International Symposium on Artificial Intelligence for Medical Sciences","979-8-4007-1511-2","","","https://doi.org/10.1145/3777577.3777597","The field of smart elderly care faces challenges posed by the limitations of traditional monitoring methods and data fragmentation. Multi-source data fusion technology offers a novel approach to addressing fragmented health monitoring. This study focuses on home-based care scenarios, integrating data from wearable devices, environmental sensors, and health records to construct a dynamic collaborative monitoring framework. By leveraging the complementary strengths of heterogeneous data, this framework breaks down information silos, aiming to enhance response speed to abnormal events and improve the precision of chronic disease management. The technological core centers on feature-level fusion and lightweight privacy protection mechanisms, providing a practical technical solution to meet the health service demands of an aging society.","2026","2026-03-02 13:40:39","2026-03-02 13:40:39","","125–131","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
