"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3SELRYSX","journalArticle","2024","Zhang, Xusheng; Zhang, Duo; Xie, Yaxiong; Wu, Dan; Li, Yang; Zhang, Daqing","Waffle: A Waterproof mmWave-based Human Sensing System inside Bathrooms with Running Water","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","","","10.1145/3631458","https://doi.org/10.1145/3631458","The bathroom has consistently ranked among the most perilous rooms in households, with slip and fall incidents during showers posing a critical threat, particularly to the elders. To address this concern while ensuring privacy and accuracy, the mmWave-based sensing system has emerged as a promising solution. Capable of precisely detecting human activities and promptly triggering alarms in response to critical events, it has proved especially valuable within bathroom environments. However, deploying such a system in bathrooms faces a significant challenge: interference from running water. Similar to the human body, water droplets reflect substantial mmWave signals, presenting a major obstacle to accurate sensing. Through rigorous empirical study, we confirm that the interference caused by running water adheres to a Weibull distribution, offering insight into its behavior. Leveraging this understanding, we propose a customized Constant False Alarm Rate (CFAR) detector, specifically tailored to handle the interference from running water. This innovative detector effectively isolates human-generated signals, thus enabling accurate human detection even in the presence of running water interference. Our implementation of ""Waffle"" on a commercial off-the-shelf mmWave radar demonstrates exceptional sensing performance. It achieves median errors of 1.8cm and 6.9cm for human height estimation and tracking, respectively, even in the presence of running water. Furthermore, our fall detection system, built upon this technique, achieves remarkable performance (a recall of 97.2% and an accuracy of 97.8%), surpassing the state-of-the-art method.","2024-01","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","4","7","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Bathroom; Fall Detection; mmWave Radar Sensing; Radar Point cloud; Target Detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M98UFA7D","conferencePaper","2019","Mainali, Pradip; Shepherd, Carlton","Privacy-Enhancing Fall Detection from Remote Sensor Data Using Multi-Party Computation","Proceedings of the 14th International Conference on Availability, Reliability and Security","978-1-4503-7164-3","","10.1145/3339252.3340500","https://doi.org/10.1145/3339252.3340500","Motion-based fall detection systems are concerned with detecting falls from vulnerable users, which is typically performed by classifying measurements from a body-worn inertial measurement unit (IMU) using machine learning. Such systems, however, necessitate the collection of high-resolution measurements that may violate users' privacy, such as revealing their gait, activities of daily living (ADLs), and relative position using dead reckoning. In this paper, we investigate the application of multi-party computation (MPC) to IMU-based fall detection for protecting device measurement confidentiality. Our system is evaluated in a cloud-based setting that precludes parties from learning the underlying data using multiple, disparate cloud instances deployed in three geographical configurations. Using a publicly-available dataset, we demonstrate that MPC-based fall detection from IMU measurements is practical while achieving state-of-the-art error rates. In the best case, our system executes in 365.2 milliseconds, which falls well within the required time window for on-device data acquisition (750ms).","2019","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","ARES '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","cloud computing; Fall detection; Internet of Things (IoT); multi-party computation (MPC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USJHNCL3","journalArticle","2022","Luo, Jiaqing; Bai, Ruiyu; He, Suining; Shin, Kang G.","Pervasive Pose Estimation for Fall Detection","ACM Trans. Comput. Healthcare","","","10.1145/3478027","https://doi.org/10.1145/3478027","Falls are the second leading cause of accidental or unintentional injuries/deaths worldwide. Accurate pose estimation using commodity mobile devices will help early detection and injury assessment of falls, which are essential for the first aid of elderly falls. By following the definition of fall, we propose a Pervasive Pose Estimation scheme for fall detection (P ( ^2 ) Est), which measures changes in tilt angle and height of the human body. For the tilt measurement, P ( ^2 ) Est leverages the pointing of the mobile device, e.g., the smartphone, when unlocking to associate the Device coordinate system with the World coordinate system. For the height measurement, P ( ^2 ) Est exploits the fact that the person’s height remains unchanged while walking to calibrate the pressure difference between the device and the floor. We have prototyped and tested P ( ^2 ) Est in various situations and environments. Our extensive experimental results have demonstrated that P ( ^2 ) Est can track the body orientation irrespective of which pocket the phone is placed in. More importantly, it enables the phone’s barometer to detect falls in various environments with decimeter-level accuracy.","2022-04","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","3","3","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","fall detection; Pervasive; pose estimation; transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JE8NHMC2","conferencePaper","2018","Wang, Ziqi; Gu, Zhihao; Yin, Junwei; Chen, Zhe; Xu, Yuedong","Syncope Detection in Toilet Environments Using Wi-Fi Channel State Information","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","978-1-4503-5966-5","","10.1145/3267305.3267650","https://doi.org/10.1145/3267305.3267650","Syncope and strokes in toilets can lead to severe injuries, and even pose life threats to patients. However, owing to privacy concerns, vision-based fall detection cannot be applied in such a scenario. In this poster, we propose ToiFall, a prototype for syncope detection in toilet environments. ToiFall collects Channel State Information (CSI) of commodity Wi-Fi devices. Different human movements form various textures on CSI images, and such textures can be used for feature extraction and classification. Experimental results show an accuracy of over 98% for fall detection with satisfying reliability.","2018","2026-03-02 13:40:39","2026-03-02 13:40:39","","287–290","","","","","","","UbiComp '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Action recognition; Channel state information; Fall detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGLM6JVC","journalArticle","2024","Zafar, Raja Omman; Rybarczyk, Yves; Borg, Johan","A Systematic Review of Digital Twin Technology for Home Care","ACM Trans. Comput. Healthcare","","","10.1145/3681797","https://doi.org/10.1145/3681797","The concept of digital twin has captured significant attention in recent years, and its potential application within the domain of home care has been explored in several studies. This review endeavors to provide a comprehensive overview of digital twin technology and its applications in the realm of home care, delineating the key attributes and challenges entailed in their implementation. A systematic search was conducted across five databases, namely ACM digital library, IEEE Xplore, PubMed, Scopus, and Web of Science. Findings from forty-five included articles were categorized employing a systematic approach, highlighting the technology's deployment in remote older adults’ care monitoring, health issue prediction and personalized treatment planning. Furthermore, this review identified the challenges of integrating digital twins into the home care sector. Despite recognition of its potential, there is a distinct lack in the literature of in-depth studies specifically exploring the implementation of digital twin technology in home care, highlighting the need for further research.","2024-11","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","4","5","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Cloud Computing; Human Activity Recognition; Human-Computer Interaction (HCI); Physiological Signals; Social Care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MI9KM25E","conferencePaper","2024","Samaddar, Sanjit; Petrie, Helen","GUFO: Three studies in the initial development of an assistive drone for older people living independently","Proceedings of the 13th Nordic Conference on Human-Computer Interaction","979-8-4007-0966-1","","10.1145/3679318.3685409","https://doi.org/10.1145/3679318.3685409","Drones have the potential to provide support to older people who are living independently, but little research has as yet explored this topic. This paper presents three studies with older people to explore their attitudes to having a drone (called GUFO) as a technology in their home and how it could be useful to them. In the first study, a “marionette drone” was demonstrated to participants, showing them how the drone would move and generally establishing how close they would be comfortable to have it. An adaptation for drone of the Negative Attitudes towards Robots (NARS) Questionnaire showed that participants were positive about the idea of a drone in their home, a view confirmed by semi-structured interviews. In a second study, two different drones were flown to demonstrate aspects of the GUFO system: its noise and airflow and its ability to fetch small objects. Half of the participants were concerned about noise and airflow, but the other half were either not concerned or thought the noise a useful indication of where the drone was located. The ability to find rather than fetch objects was considered very useful. A third study demonstrated a full working version of the drone in a larger prototype and the ability of the system to detect a person who has fallen. The size of this version did concern some participants. Attitudes to drones were measured in this study using a adapted version of the Almere model, and again were found to be generally positive. Implications for the further development of drone technology for older people living independently are discussed.","2024","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","NordiCHI '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Ageing in place; Ambient Assisted Living; Drones; Older people; Unmanned autonomous vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6XK9T97","conferencePaper","2019","Boudouane, Isma; Makhlouf, Amina; Saadia, Nadia; Ramdane-Cherif, Amar","Wearable camera for fall detection embedded system","Proceedings of the 4th International Conference on Smart City Applications","978-1-4503-6289-4","","10.1145/3368756.3369053","https://doi.org/10.1145/3368756.3369053","The fall is one of the major problems that threaten the health of the elderly. According to world statistics, between 28% and 35% of seniors aged over 65 suffer from at least one fall per year. Continuous monitoring and early detection of critical events such as falls, allow for rapid response and immediate medical management. For this, several fall detection devices have been designed by the researchers. In this paper, we propose a fall detection system based on a portable camera. The camera is worn by the user, which allows him to follow his activity wherever he moves, whether indoors or outdoors. In addition, since it is the environment and not the individual that is being observed, the privacy issue is mitigated. The proposed fall detection method is a new approach based on the original Histogram of Oriented Gradient version (HOG) that we combine with the Optical Flow to improve system performance in detecting true falls. Our method has been implemented on a Raspberry embedded on the developed device, which allows us to parallelize the calculations and thus to answer the real time constraint. The results of the 20 tests performed on 09 subjects; show that the falls can be detected with a sensitivity of 95% from the standing position. The combination of optical flow with HOG has improved the specificity, for the rotation scenario, by increasing it by 50% compared to the use of HOG alone. As a result, we have achieved a specificity of 90%. Experimental results show the success of the proposed method.","2019","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","SCA '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","embedded system; fall detection; histogram of oriented gradient; optical flow; portable camera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMTW5T9N","conferencePaper","2023","Schumann, Robert; Li, Frederic; Grzegorzek, Marcin","WiFi Sensing with Single-Antenna Devices for Ambient Assisted Living","Proceedings of the 8th International Workshop on Sensor-Based Activity Recognition and Artificial Intelligence","979-8-4007-0816-9","","10.1145/3615834.3615841","https://doi.org/10.1145/3615834.3615841","The absolute coverage WiFi networks is higher than it has ever been and WiFi sensing offers a device-free, contactless alternative to intrusive wearable devices for a variety of applications, in particular for ambient assisted living (AAL). However, a majority of sensing systems proposed in literature use multiple antennas for sensing, resulting in high cost that hinders development of such solutions in real life. This work surveys existing single-antenna systems as a low-cost solution in an AAL scenario. The capabilities of these systems are examined regarding their practical applicability based on testing in AAL environments, leveraging multiple links (i.e. transmitter-receiver pairs) and considering mobile and repositioned receivers. It is found that while the AAL use-cases of respiration monitoring, fall detection and activity recognition are realised by existing systems, further testing in realistic AAL environments with the inclusion of activities of daily living is needed. Additionally the full use of multiple links and consideration of a mobile receiver is still rare, but shows promising improvements. A multi-task system enabling all three applications is discussed using the Model for Ethical Evaluation of Socio-Technical Arrangements (MEESTAR). We suggest an ethically sensitive use, but identify a need for mitigation strategies to address privacy-related concerns of potentially unwilling users.","2023","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","iWOAR '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","ambient assisted living; social aspects of security and privacy; ubiquitous computing; WiFi sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LK4YYZDL","journalArticle","2021","Lian, Jie; Yuan, Xu; Li, Ming; Tzeng, Nian-Feng","Fall Detection via Inaudible Acoustic Sensing","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","","","10.1145/3478094","https://doi.org/10.1145/3478094","The fall detection system is of critical importance in protecting elders through promptly discovering fall accidents to provide immediate medical assistance, potentially saving elders' lives. This paper aims to develop a novel and lightweight fall detection system by relying solely on a home audio device via inaudible acoustic sensing, to recognize fall occurrences for wide home deployment. In particular, we program the audio device to let its speaker emit 20kHz continuous wave, while utilizing a microphone to record reflected signals for capturing the Doppler shift caused by the fall. Considering interferences from different factors, we first develop a set of solutions for their removal to get clean spectrograms and then apply the power burst curve to locate the time points at which human motions happen. A set of effective features is then extracted from the spectrograms for representing the fall patterns, distinguishable from normal activities. We further apply the Singular Value Decomposition (SVD) and K-mean algorithms to reduce the data feature dimensions and to cluster the data, respectively, before input them to a Hidden Markov Model for training and classification. In the end, our system is implemented and deployed in various environments for evaluation. The experimental results demonstrate that our system can achieve superior performance for detecting fall accidents and is robust to environment changes, i.e., transferable to other environments after training in one environment.","2021-09","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","3","5","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Device-free; Fall Detection; Hidden Markov Model; Ultrasonic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U96T3R4F","journalArticle","2024","Wang, Fei; Lv, Yizhe; Zhu, Mengdie; Ding, Han; Han, Jinsong","XRF55: A Radio Frequency Dataset for Human Indoor Action Analysis","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","","","10.1145/3643543","https://doi.org/10.1145/3643543","Radio frequency (RF) devices such as Wi-Fi transceivers, radio frequency identification tags, and millimeter-wave radars have appeared in large numbers in daily lives. The presence and movement of humans can affect the propagation of RF signals, further, this phenomenon is exploited for human action recognition. Compared to camera solutions, RF approaches exhibit greater resilience to occlusions and lighting conditions, while also raising fewer privacy concerns in indoor scenarios. However, current works have many limitations, including the unavailability of datasets, insufficient training samples, and simple or limited action categories for specific applications, which seriously hinder the growth of RF solutions, presenting a significant obstacle in transitioning RF sensing research from the laboratory to a wide range of everyday life applications. To facilitate the transitioning, in this paper, we introduce and release a large-scale multiple radio frequency dataset, named XRF55, for indoor human action analysis. XRF55 encompasses 42.9K RF samples and 55 action classes of human-object interactions, human-human interactions, fitness, body motions, and human-computer interactions, collected from 39 subjects within 100 days. These actions were meticulously selected from 19 RF sensing papers and 16 video action recognition datasets. Each action is chosen to support various applications with high practical value, such as elderly fall detection, fatigue monitoring, domestic violence detection, etc. Moreover, XRF55 contains 23 RFID tags at 922.38MHz, 9 Wi-Fi links at 5.64GHz, one mmWave radar at 60-64GHz, and one Azure Kinect with RGB+D+IR sensors, covering frequency across decimeter wave, centimeter wave, and millimeter wave. In addition, we apply a mutual learning strategy over XRF55 for the task of action recognition. Unlike simple modality fusion, under mutual learning, three RF modalities are trained collaboratively and then work solely. We find these three RF modalities will promote each other. It is worth mentioning that, with synchronized Kinect, XRF55 also supports the exploration of action detection, action segmentation, pose estimation, human parsing, mesh reconstruction, etc., with RF-only or RF-Vision approaches.","2024-03","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","1","8","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","dataset; human action recognition; millimeter-wave radar; mutual learning; RFID; Wi-Fi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4ASW8VB","conferencePaper","2016","Cippitelli, Enea; Gasparrini, Samuele; Gambi, Ennio; Spinsante, Susanna","An Integrated Approach to Fall Detection and Fall Risk Estimation Based on RGB-Depth and Inertial Sensors","Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-Exclusion","978-1-4503-4748-8","","10.1145/3019943.3019979","https://doi.org/10.1145/3019943.3019979","Population ageing is a growing phenomenon, especially in Europe, so researchers are developing Active and Assisted Living solutions to promote ageing in place of elderly people. One of the most critical issues is represented by falls, and the development of fall risk estimation and fall detection tools can increase safety of elderly. The aim of this work is to develop fall risk estimation and fall detection tools using data extracted from wearable and vision-based sensors. First, the synchronization issue between heterogeneous data captured by different sensors is addressed, and a straightforward synchronization procedure based on time delays affecting the samples is provided. Then, fall detection algorithms and a fall risk estimation tool based on Timed Up and Go (TUG) test, exploiting wearable Inertial Measurement Units (IMUs) and an RGB-Depth sensor (Microsoft Kinect) are proposed. The fall detection tool is evaluated on 11 healthy adults simulating 4 different falls and performing 4 activities of daily living, while the TUG is tested on 20 healthy subjects. Encouraging preliminary results are obtained with data acquired in laboratory environment. The tools are privacy preserving since only depth and skeleton information captured by Kinect are processed.","2016","2026-03-02 13:40:39","2026-03-02 13:40:39","","246–253","","","","","","","DSAI '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Data fusion; Depth camera; Fall detection; Fall risk estimation; Inertial sensor; Synchronization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P39KQY2Z","journalArticle","2012","Edgcomb, Alex; Vahid, Frank","Privacy perception and fall detection accuracy for in-home video assistive monitoring with privacy enhancements","SIGHIT Rec.","","","10.1145/2384556.2384557","https://doi.org/10.1145/2384556.2384557","Video of in-home activity provides valuable information for assistive monitoring but raises privacy concerns. Raw video can be privacy-enhanced by obscuring the appearance of a person. We consider five privacy enhancements: blur, silhouette, oval, box, and trailing-arrows. We investigate whether a privacy enhancement exists that provides sufficient perceived privacy while enabling accurate fall detection by humans. We recorded 23 1-minute videos involving normal household activities, falling, and lying on the floor after an earlier fall, and created versions of each video for each privacy setting. We conducted an experiment with 376 undergraduate, non-engineering student participants to measure perceived privacy protection and the participant's fall detection accuracy for each privacy setting. Results indicate that the oval provides sufficient perceived privacy for 88% of participants while still supporting fall detection accuracy of 89%, and that the common privacy enhancements blur and silhouette were perceived to provide insufficient privacy.","2012-09","2026-03-02 13:40:39","2026-03-02 13:40:39","","6–15","","2","2","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","assistive monitoring; privacy; privacy-enhanced video; smart home; video","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ3CENYP","conferencePaper","2021","Karlsen, Ida Christine; Colomo-Palacios, Ricardo; Holone, Harald","The Medical Use of Smartwatches: A Tertiary Study Comparing Northern and Southern European Nursing homes","Ninth International Conference on Technological Ecosystems for Enhancing Multiculturality (TEEM'21)","978-1-4503-9066-8","","10.1145/3486011.3486470","https://doi.org/10.1145/3486011.3486470","The European elderly population is increasing at a rapid rate. With the aging population, a shifted lifestyle and several healthcare needs follow due to non-communicable diseases, which could become both labour-intensive and expensive. However, with the advancement of technology in recent years, a new area of preventative monitoring has been developed, using wearables such as smartwatches within the healthcare field. The objectives of this study are threefold. First, investigate the average use of smartwatches within healthcare, and to which degree it is being used on patients. Second, to explore the differences between the medical use of smartwatches in nursing homes between northern and southern Europe. Third, measure the growth of the use of smartwatches within nursing homes. To do so, a systematic literature review was performed, covering the period from 2010 to 2021. Although, a total of 712 studies were retrieved, 16 were included in this review. The results show an overall positive assessment of the use of smartwatches within nursing homes, both in northern and southern Europe. However, there is a difference in use, based on the assessed needs, such as the difference between climates. The use of smartwatches within nursing homes has great potential, both within northern and southern Europe. Although the user's privacy and security are hardly discussed, both need to be a bigger concern.","2021","2026-03-02 13:40:39","2026-03-02 13:40:39","","330–334","","","","","","","TEEM'21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Elders; Nursing Home; Smartwatch; Systematic Review; Wearables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSMX6RHG","conferencePaper","2019","Rupasinghe, Tharuka; Burstein, Frada; Rudolph, Carsten; Strange, Steven","Towards a Blockchain based Fall Prediction Model for Aged Care","Proceedings of the Australasian Computer Science Week Multiconference","978-1-4503-6603-8","","10.1145/3290688.3290736","https://doi.org/10.1145/3290688.3290736","Falls are one of the major health concerns for the elderly people. These falls often result in severe injuries which lead into huge medical expenses. Over the recent years, many ICT based fall detection and fall prevention solutions emerged to address the risk factors associated with falls. However, despite of these research studies, predicting the likelihood of falls still remains as a huge challenge in both medical and IT research domains. Data related to these risk factors being scattered among different healthcare providers can be attributed as a main reason for this challenge. This is further amplified by healthcare providers being reluctant to disseminate the data beyond their entities due to the security and privacy concerns. However, in recent years, blockchain has been proven as a promising technology to address the security and privacy challenges in healthcare data exchange as it provides a shared, immutable, and transparent audit trail for accessing data. Therefore, in this paper, we are going to propose a conceptual blockchain based fall prediction model leveraging smart contracts and FHIR (Fast Healthcare Interoperability Resources) standard to identify the elderly people who are at a higher risk of falling.","2019","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","ACSW '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Blockchain Technology; Fall Prediction; Healthcare; Smart Contracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB336Y3B","conferencePaper","2025","Sui, Yueyuan; Zhang, Yiting; Liu, Yanchen; Zhao, Minghui; Hou, Kaiyuan; Nie, Jingping; Jiang, Xiaofan; Xia, Stephen","DomAIn: Towards Programless Smart Homes","Proceedings of the 3rd International Workshop on Human-Centered Sensing, Modeling, and Intelligent Systems","979-8-4007-1609-6","","10.1145/3722570.3726888","https://doi.org/10.1145/3722570.3726888","We are far from the full adoption of smart home technologies, let alone realizing truly intelligent homes. There are many barriers preventing homeowners from fully adopting smart home technologies, chief among them being their low perceived usefulness (PU) and perceived ease of use (PEoU). Current smart home ecosystems and frameworks only support simple triggers and require homeowners to specify step-by-step logic or purchase new devices to automate new tasks, which severely limits the PU and PEoU of these technologies. We propose DomAIn, a smart home platform that automatically generates, programs, and deploys logic to satisfy a wide range of home-based tasks based on available devices in the home environment, without requiring users to manually ""program"" any logic. We demonstrate through real deployments and user studies that by incorporating DomAIn, a platform that reduces the need for users to program logic, we can significantly improve a variety of factors that affect PU and PEoU, such as customizability and complexity, by up to 38%, as well as satisfy a diverse range of tasks in home scenarios.","2025","2026-03-02 13:40:39","2026-03-02 13:40:39","","7–12","","","","","","","HumanSys '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","human-centered computing; smart home; task automation; usability; user study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGXYETR5","conferencePaper","2022","Caldeira, Clara; Nurain, Novia; Connelly, Kay","“I hope I never need one”: Unpacking Stigma in Aging in Place Technology","Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems","978-1-4503-9157-3","","10.1145/3491102.3517586","https://doi.org/10.1145/3491102.3517586","Aging in place technologies are designed to extend independence and autonomy in older adults, promoting quality of life and peace of mind. Prior work has described how adoption and continued use of these technologies are low when they are perceived as reinforcing aging stigma or reminding older adults of negative aspects of aging. Building on past research, we investigate older adults’ perceptions of four different kinds of aging in place technologies. Based on in-depth interviews with 18 older adults using a set of scenarios, we describe how different design characteristics contribute to perceived aging stigma. Additionally, we draw on Duner &amp; Nordström’s classification of coping strategies to discuss how specific kinds of technology can best support older adults during different stages of the aging process.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","","","","","","","","CHI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","aging in place; older adults; stigma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KX8G7CLN","conferencePaper","2021","Lumetzberger, Jennifer; Mayer, Peter; Kampel, Martin; Panek, Paul","Smart toilet seat configuration for more autonomy using an AI-based 3D depth sensor","Proceedings of the 14th PErvasive Technologies Related to Assistive Environments Conference","978-1-4503-8792-7","","10.1145/3453892.3464895","https://doi.org/10.1145/3453892.3464895","Difficulties with appropriate access to public or semi-public toilets for older or disabled people lead to less participation in social activities within this group. We present a smart AI-based toilet concept that uses 3D depth data to automatically pre-configure the height and tilt of a motorized toilet seat to support standing-up and sitting down without the necessity of user interaction. This has the potential to lead to increased autonomy and quality of life.","2021","2026-03-02 13:40:39","2026-03-02 13:40:39","","111–112","","","","","","","PETRA '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","artificial intelligence; depth data; pose detection; privacy protection; smart toilet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJHZIE7M","conferencePaper","2022","Grammatikopoulou, Athina; Grammalidis, Nikos; Papadogiorgaki, Maria; Zervakis, Michalis","A platform for health emergency warning and wandering behaviour detection supporting people with Intellectual Disability","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3534773","https://doi.org/10.1145/3529190.3534773","People with intellectual disabilities (ID) encounter several problems in their daily life, regarding the interaction with their environment, the communication with their caregivers and their mobility. Mobile and modern smartwatch applications have great potential to provide early warning for medical emergencies, such as fever, oxygen saturation decline and, recently, Covid-19 disease. Furthermore, such apps can also track their position, if necessary, and even automatically detect wandering behaviour. In this paper, we propose a platform that will be able to a) automatically recognize health emergency situations and/or detection of wandering behaviour based on smartwatch/smartphone sensors, b) provide appropriate notifications to both user and caregiver when needed. The final system is currently developed within a Greek national research project and a pilot implementation will be evaluated by a Greek assistive center for people with ID.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","694–699","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Health emergency detection; Intellectual Disability (ID); Quality of Life Support System; Smart mobile devices; Wandering detection; Wearable sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6XK5ARL","conferencePaper","2022","Li, Yingling; Li, Zhipeng; Zhang, Tianxing; Zhou, Peng; Feng, Siyin; Yin, Kunqin","Design of a Novel Neural Network Compression Method for Tiny Machine Learning","Proceedings of the 2021 5th International Conference on Electronic Information Technology and Computer Engineering","978-1-4503-8432-2","","10.1145/3501409.3501526","https://doi.org/10.1145/3501409.3501526","Traditional IoT processing data is sent from local devices to the cloud for processing, which has disadvantages such as low privacy, high latency, and low energy efficiency. These drawbacks can be effectively remedied by deploying the model for processing on devices at the ""edge"" of the cloud. In order to realize the data being processed directly on the cloud ""edge"" devices, the original machine learning algorithms need to be improved. One of the important steps is neural network compression.In this paper, a neural network compression method for Tiny Machine Learning (TinyML) is proposed. The neural network is compressed by training a conventional neural network and then performing group convolution, pruning and asymmetric ternary quantization. In the next step, a model transformation is performed using TFLite to deploy it on embedded devices. With this novel neural network compression method, the size of the model can be greatly compressed with guaranteed accuracy. Consequently, the traditional machine learning is upgraded to TinyML, and finally a TinyML-based fall monitoring system for the elderly is built.","2022","2026-03-02 13:40:39","2026-03-02 13:40:39","","647–651","","","","","","","EITCE '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Compression Neural Networks; Fall Monitoring; Tiny Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
